wkt_geom,OBJECTID,Id,Komm,Ip,X_WERT,Y_WERT,Typ,Brgwl,Iz,Nbr,Rbr,Ski,Hz,Hbr,Qbr,Brkenn
Point (2536242.06000000005587935 5662425.12000000011175871),16824,0,,38311,2536242.06,5662425.12,M,xx0987654321,32,0,0.4,1,0,0,0,WR0715
Point (2536243.35999999986961484 5662073.50999999977648258),16825,0,,38312,2536243.36,5662073.51,M,xx0987654321,16,2,0.5,1,0,0,-0.121,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16826,0,,38312,2536243.36,5662073.51,M,xx0987654321,17,2,0.5,1,0,0,-0.407,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16827,0,,38312,2536243.36,5662073.51,M,xx0987654321,18,2,0.5,1,0,0,-0.159,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16828,0,,38312,2536243.36,5662073.51,M,xx0987654321,19,2,0.5,1,0,0,-0.097,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16829,0,,38312,2536243.36,5662073.51,M,xx0987654321,20,2,0.5,1,0,0,-0.06,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16830,0,,38312,2536243.36,5662073.51,M,xx0987654321,21,1,0.5,1,0,0,-0.037,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16831,0,,38312,2536243.36,5662073.51,M,xx0987654321,22,1,0.5,1,0,0,-0.02,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16832,0,,38312,2536243.36,5662073.51,M,xx0987654321,23,1,0.5,1,0,0,-0.023,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16833,0,,38312,2536243.36,5662073.51,M,xx0987654321,24,1,0.5,1,0,0,-0.02,W 1147
Point (2536243.35999999986961484 5662073.50999999977648258),16834,0,,38312,2536243.36,5662073.51,M,xx0987654321,25,0,0.5,1,0,0,0,W 1147
Point (2536265.08000000007450581 5662202.45000000018626451),16841,0,,38317,2536265.08,5662202.45,M,xx0987654321,16,1,0.5,1,0,0,-0.105,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16842,0,,38317,2536265.08,5662202.45,M,xx0987654321,17,1,0.5,1,0,0,-0.537,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16843,0,,38317,2536265.08,5662202.45,M,xx0987654321,18,3,0.4,1,0,0,-0.393,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16844,0,,38317,2536265.08,5662202.45,M,xx0987654321,19,3,0.4,1,0,0,-0.257,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16845,0,,38317,2536265.08,5662202.45,M,xx0987654321,20,3,0.4,1,0,0,-0.228,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16846,0,,38317,2536265.08,5662202.45,M,xx0987654321,21,3,0.4,1,0,0,-0.211,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16847,0,,38317,2536265.08,5662202.45,M,xx0987654321,22,3,0.4,1,0,0,-0.172,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16848,0,,38317,2536265.08,5662202.45,M,xx0987654321,23,3,0.4,1,0,0,-0.181,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16849,0,,38317,2536265.08,5662202.45,M,xx0987654321,24,3,0.4,1,0,0,-0.136,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16850,0,,38317,2536265.08,5662202.45,M,xx0987654321,25,3,0.4,1,0,0,-0.065,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16851,0,,38317,2536265.08,5662202.45,M,xx0987654321,26,3,0.4,1,0,0,-0.077,WS1139
Point (2536265.08000000007450581 5662202.45000000018626451),16852,0,,38317,2536265.08,5662202.45,M,xx0987654321,27,1,0.4,1,0,0,-0.012,WS1250
Point (2536265.08000000007450581 5662202.45000000018626451),16853,0,,38317,2536265.08,5662202.45,M,xx0987654321,28,0,0.4,1,0,0,0,WS1250
Point (2536310.25 5662293.09999999962747097),16854,0,,38320,2536310.25,5662293.1,M,xx0987654321,16,2,0.5,1,0,0,-0.191,WS1138
Point (2536310.25 5662293.09999999962747097),16855,0,,38320,2536310.25,5662293.1,M,xx0987654321,17,2,0.5,1,0,0,-0.708,WS1138
Point (2536310.25 5662293.09999999962747097),16856,0,,38320,2536310.25,5662293.1,M,xx0987654321,18,3,0.4,1,0,0,-0.458,WS1138
Point (2536310.25 5662293.09999999962747097),16857,0,,38320,2536310.25,5662293.1,M,xx0987654321,19,3,0.4,1,0,0,-0.275,WS1138
Point (2536310.25 5662293.09999999962747097),16858,0,,38320,2536310.25,5662293.1,M,xx0987654321,20,3,0.4,1,0,0,-0.216,WS1138
Point (2536310.25 5662293.09999999962747097),16859,0,,38320,2536310.25,5662293.1,M,xx0987654321,21,3,0.4,1,0,0,-0.217,WS1138
Point (2536310.25 5662293.09999999962747097),16860,0,,38320,2536310.25,5662293.1,M,xx0987654321,22,3,0.4,1,0,0,-0.208,WS1138
Point (2536310.25 5662293.09999999962747097),16861,0,,38320,2536310.25,5662293.1,M,xx0987654321,23,3,0.4,1,0,0,-0.179,WS1138
Point (2536310.25 5662293.09999999962747097),16862,0,,38320,2536310.25,5662293.1,M,xx0987654321,24,3,0.4,1,0,0,-0.158,WS1138
Point (2536310.25 5662293.09999999962747097),16863,0,,38320,2536310.25,5662293.1,M,xx0987654321,25,3,0.4,1,0,0,-0.062,WS1138
Point (2536310.25 5662293.09999999962747097),16864,0,,38320,2536310.25,5662293.1,M,xx0987654321,26,1,0.4,1,0,0,-0.053,WS1248
Point (2536310.25 5662293.09999999962747097),16865,0,,38320,2536310.25,5662293.1,M,xx0987654321,27,0,0.4,1,0,0,0,WS1248
Point (2536329.95000000018626451 5662463.01999999955296516),16872,0,,38325,2536329.95,5662463.02,M,xx0987654321,17,1,0.5,1,0,0,-0.355,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16873,0,,38325,2536329.95,5662463.02,M,xx0987654321,18,1,0.5,1,0,0,-0.545,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16874,0,,38325,2536329.95,5662463.02,M,xx0987654321,19,1,0.5,1,0,0,-0.44,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16875,0,,38325,2536329.95,5662463.02,M,xx0987654321,20,1,0.5,1,0,0,-0.182,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16876,0,,38325,2536329.95,5662463.02,M,xx0987654321,21,1,0.5,1,0,0,-0.184,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16877,0,,38325,2536329.95,5662463.02,M,xx0987654321,22,1,0.5,1,0,0,-0.154,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16878,0,,38325,2536329.95,5662463.02,M,xx0987654321,23,1,0.5,1,0,0,-0.134,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16879,0,,38325,2536329.95,5662463.02,M,xx0987654321,24,1,0.5,1,0,0,-0.1,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16880,0,,38325,2536329.95,5662463.02,M,xx0987654321,25,1,0.5,1,0,0,-0.083,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16881,0,,38325,2536329.95,5662463.02,M,xx0987654321,26,1,0.5,1,0,0,-0.062,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16882,0,,38325,2536329.95,5662463.02,M,xx0987654321,27,1,0.5,1,0,0,-0.048,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16883,0,,38325,2536329.95,5662463.02,M,xx0987654321,28,1,0.5,1,0,0,-0.038,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16884,0,,38325,2536329.95,5662463.02,M,xx0987654321,29,1,0.5,1,0,0,-0.022,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16885,0,,38325,2536329.95,5662463.02,M,xx0987654321,30,1,0.5,1,0,0,-0.019,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16886,0,,38325,2536329.95,5662463.02,M,xx0987654321,31,1,0.5,1,0,0,-0.008,WR0752
Point (2536329.95000000018626451 5662463.01999999955296516),16887,0,,38325,2536329.95,5662463.02,M,xx0987654321,32,0,0.5,1,0,0,0,WR0752
Point (2536352.81000000005587935 5662422.20000000018626451),16888,0,,38328,2536352.81,5662422.2,M,xx0987654321,24,1,0.3,1,0,0,-0.031,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16889,0,,38328,2536352.81,5662422.2,M,xx0987654321,25,1,0.3,1,0,0,-0.135,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16890,0,,38328,2536352.81,5662422.2,M,xx0987654321,26,1,0.3,1,0,0,-0.1,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16891,0,,38328,2536352.81,5662422.2,M,xx0987654321,27,1,0.3,1,0,0,-0.057,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16892,0,,38328,2536352.81,5662422.2,M,xx0987654321,28,1,0.3,1,0,0,-0.039,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16893,0,,38328,2536352.81,5662422.2,M,xx0987654321,29,1,0.3,1,0,0,-0.048,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16894,0,,38328,2536352.81,5662422.2,M,xx0987654321,30,1,0.3,1,0,0,-0.019,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16895,0,,38328,2536352.81,5662422.2,M,xx0987654321,31,1,0.3,1,0,0,-0.028,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16896,0,,38328,2536352.81,5662422.2,M,xx0987654321,32,1,0.3,1,0,0,-0.027,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16897,0,,38328,2536352.81,5662422.2,M,xx0987654321,33,1,0.3,1,0,0,-0.026,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16898,0,,38328,2536352.81,5662422.2,M,xx0987654321,34,1,0.3,1,0,0,-0.016,WR0855
Point (2536352.81000000005587935 5662422.20000000018626451),16899,0,,38328,2536352.81,5662422.2,M,xx0987654321,35,0,0.3,1,0,0,0,WR0855
Point (2536356.54999999981373549 5662109.86000000033527613),16900,0,,38329,2536356.55,5662109.86,M,xx0987654321,16,2,0.5,1,0,0,-0.204,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16901,0,,38329,2536356.55,5662109.86,M,xx0987654321,17,2,0.5,1,0,0,-0.94,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16902,0,,38329,2536356.55,5662109.86,M,xx0987654321,18,2,0.5,1,0,0,-0.237,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16903,0,,38329,2536356.55,5662109.86,M,xx0987654321,19,2,0.5,1,0,0,-0.111,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16904,0,,38329,2536356.55,5662109.86,M,xx0987654321,20,2,0.5,1,0,0,-0.092,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16905,0,,38329,2536356.55,5662109.86,M,xx0987654321,21,2,0.5,1,0,0,-0.117,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16906,0,,38329,2536356.55,5662109.86,M,xx0987654321,22,2,0.5,1,0,0,-0.119,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16907,0,,38329,2536356.55,5662109.86,M,xx0987654321,23,2,0.5,1,0,0,-0.112,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16908,0,,38329,2536356.55,5662109.86,M,xx0987654321,24,2,0.5,1,0,0,-0.069,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16909,0,,38329,2536356.55,5662109.86,M,xx0987654321,25,1,0.5,1,0,0,-0.015,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16910,0,,38329,2536356.55,5662109.86,M,xx0987654321,26,1,0.5,1,0,0,-0.005,WS1144
Point (2536356.54999999981373549 5662109.86000000033527613),16911,0,,38329,2536356.55,5662109.86,M,xx0987654321,27,0,0.5,1,0,0,0,WS1144
Point (2536376.5400000000372529 5662467.41000000014901161),16912,0,,38333,2536376.54,5662467.41,M,xx0987654321,14,1,0.4,1,0,0,-0.529,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16913,0,,38333,2536376.54,5662467.41,M,xx0987654321,15,1,0.4,1,0,0,-1.198,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16914,0,,38333,2536376.54,5662467.41,M,xx0987654321,16,1,0.4,1,0,0,-0.895,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16915,0,,38333,2536376.54,5662467.41,M,xx0987654321,17,1,0.4,1,0,0,-0.583,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16916,0,,38333,2536376.54,5662467.41,M,xx0987654321,18,1,0.4,1,0,0,-0.713,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16917,0,,38333,2536376.54,5662467.41,M,xx0987654321,19,1,0.4,1,0,0,-0.589,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16918,0,,38333,2536376.54,5662467.41,M,xx0987654321,20,1,0.4,1,0,0,-0.42,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16919,0,,38333,2536376.54,5662467.41,M,xx0987654321,21,1,0.4,1,0,0,-0.305,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16920,0,,38333,2536376.54,5662467.41,M,xx0987654321,22,1,0.4,1,0,0,-0.239,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16921,0,,38333,2536376.54,5662467.41,M,xx0987654321,23,1,0.4,1,0,0,-0.167,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16922,0,,38333,2536376.54,5662467.41,M,xx0987654321,24,1,0.4,1,0,0,-0.091,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16923,0,,38333,2536376.54,5662467.41,M,xx0987654321,25,1,0.4,1,0,0,-0.074,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16924,0,,38333,2536376.54,5662467.41,M,xx0987654321,26,1,0.4,1,0,0,-0.051,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16925,0,,38333,2536376.54,5662467.41,M,xx0987654321,27,1,0.4,1,0,0,-0.049,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16926,0,,38333,2536376.54,5662467.41,M,xx0987654321,28,1,0.4,1,0,0,-0.021,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16927,0,,38333,2536376.54,5662467.41,M,xx0987654321,29,1,0.4,1,0,0,-0.015,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16928,0,,38333,2536376.54,5662467.41,M,xx0987654321,30,1,0.4,1,0,0,-0.013,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16929,0,,38333,2536376.54,5662467.41,M,xx0987654321,31,1,0.4,1,0,0,-0.009,WR0714
Point (2536376.5400000000372529 5662467.41000000014901161),16930,0,,38333,2536376.54,5662467.41,M,xx0987654321,32,0,0.4,1,0,0,0,WR0714
Point (2536385.12999999988824129 5662211.26999999955296516),16931,0,,38335,2536385.13,5662211.27,M,xx0987654321,17,1,0.4,1,0,0,-0.051,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16932,0,,38335,2536385.13,5662211.27,M,xx0987654321,18,1,0.4,1,0,0,-0.219,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16933,0,,38335,2536385.13,5662211.27,M,xx0987654321,19,1,0.4,1,0,0,-0.127,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16934,0,,38335,2536385.13,5662211.27,M,xx0987654321,20,1,0.4,1,0,0,-0.11,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16935,0,,38335,2536385.13,5662211.27,M,xx0987654321,21,1,0.4,1,0,0,-0.157,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16936,0,,38335,2536385.13,5662211.27,M,xx0987654321,22,1,0.4,1,0,0,-0.193,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16937,0,,38335,2536385.13,5662211.27,M,xx0987654321,23,1,0.4,1,0,0,-0.19,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16938,0,,38335,2536385.13,5662211.27,M,xx0987654321,24,1,0.4,1,0,0,-0.109,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16939,0,,38335,2536385.13,5662211.27,M,xx0987654321,25,1,0.4,1,0,0,-0.057,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16940,0,,38335,2536385.13,5662211.27,M,xx0987654321,26,1,0.4,1,0,0,-0.078,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16941,0,,38335,2536385.13,5662211.27,M,xx0987654321,27,1,0.4,1,0,0,-0.048,WS1294
Point (2536385.12999999988824129 5662211.26999999955296516),16942,0,,38335,2536385.13,5662211.27,M,xx0987654321,28,0,0.4,1,0,0,0,WS1294
Point (2536392.66000000014901161 5662365.49000000022351742),16943,0,,38337,2536392.66,5662365.49,M,xx0987654321,17,2,0.4,1,0,0,-0.067,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16944,0,,38337,2536392.66,5662365.49,M,xx0987654321,18,2,0.4,1,0,0,-0.254,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16945,0,,38337,2536392.66,5662365.49,M,xx0987654321,19,2,0.4,1,0,0,-0.129,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16946,0,,38337,2536392.66,5662365.49,M,xx0987654321,20,2,0.4,1,0,0,-0.128,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16947,0,,38337,2536392.66,5662365.49,M,xx0987654321,21,2,0.4,1,0,0,-0.131,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16948,0,,38337,2536392.66,5662365.49,M,xx0987654321,22,2,0.4,1,0,0,-0.103,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16949,0,,38337,2536392.66,5662365.49,M,xx0987654321,23,2,0.4,1,0,0,-0.119,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16950,0,,38337,2536392.66,5662365.49,M,xx0987654321,24,2,0.4,1,0,0,-0.075,W 1243
Point (2536392.66000000014901161 5662365.49000000022351742),16951,0,,38337,2536392.66,5662365.49,M,xx0987654321,25,1,0.4,1,0,0,-0.015,WS1293
Point (2536392.66000000014901161 5662365.49000000022351742),16952,0,,38337,2536392.66,5662365.49,M,xx0987654321,26,1,0.4,1,0,0,-0.013,WS1293
Point (2536392.66000000014901161 5662365.49000000022351742),16953,0,,38337,2536392.66,5662365.49,M,xx0987654321,27,1,0.4,1,0,0,-0.009,WS1293
Point (2536392.66000000014901161 5662365.49000000022351742),16954,0,,38337,2536392.66,5662365.49,M,xx0987654321,28,0,0.4,1,0,0,0,WS1293
Point (2536427.18999999994412065 5662432.75),16955,0,,38343,2536427.19,5662432.75,M,xx0987654321,17,1,0.4,1,0,0,-0.05,WS1292
Point (2536427.18999999994412065 5662432.75),16956,0,,38343,2536427.19,5662432.75,M,xx0987654321,18,1,0.4,1,0,0,-0.326,WS1292
Point (2536427.18999999994412065 5662432.75),16957,0,,38343,2536427.19,5662432.75,M,xx0987654321,19,1,0.4,1,0,0,-0.219,WS1292
Point (2536427.18999999994412065 5662432.75),16958,0,,38343,2536427.19,5662432.75,M,xx0987654321,20,1,0.4,1,0,0,-0.177,WS1292
Point (2536427.18999999994412065 5662432.75),16959,0,,38343,2536427.19,5662432.75,M,xx0987654321,21,1,0.4,1,0,0,-0.151,WS1292
Point (2536427.18999999994412065 5662432.75),16960,0,,38343,2536427.19,5662432.75,M,xx0987654321,22,1,0.4,1,0,0,-0.11,WS1292
Point (2536427.18999999994412065 5662432.75),16961,0,,38343,2536427.19,5662432.75,M,xx0987654321,23,1,0.4,1,0,0,-0.103,WS1292
Point (2536427.18999999994412065 5662432.75),16962,0,,38343,2536427.19,5662432.75,M,xx0987654321,24,3,0.3,1,0,0,-0.142,WR0854
Point (2536427.18999999994412065 5662432.75),16963,0,,38343,2536427.19,5662432.75,M,xx0987654321,25,2,0.4,1,0,0,-0.268,WR0854
Point (2536427.18999999994412065 5662432.75),16964,0,,38343,2536427.19,5662432.75,M,xx0987654321,26,2,0.4,1,0,0,-0.142,WR0854
Point (2536427.18999999994412065 5662432.75),16965,0,,38343,2536427.19,5662432.75,M,xx0987654321,27,1,0.4,1,0,0,-0.019,WS1292
Point (2536427.18999999994412065 5662432.75),16966,0,,38343,2536427.19,5662432.75,M,xx0987654321,28,1,0.4,1,0,0,-0.003,WS1292
Point (2536427.18999999994412065 5662432.75),16967,0,,38343,2536427.19,5662432.75,M,xx0987654321,29,0,0.4,1,0,0,0,WS1292
Point (2536470.22999999998137355 5662468.58999999985098839),16968,0,,38350,2536470.23,5662468.59,M,xx0987654321,17,1,0.5,1,0,0,-0.089,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16969,0,,38350,2536470.23,5662468.59,M,xx0987654321,18,1,0.5,1,0,0,-0.179,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16970,0,,38350,2536470.23,5662468.59,M,xx0987654321,19,1,0.5,1,0,0,-0.157,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16971,0,,38350,2536470.23,5662468.59,M,xx0987654321,20,1,0.5,1,0,0,-0.089,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16972,0,,38350,2536470.23,5662468.59,M,xx0987654321,21,1,0.5,1,0,0,-0.097,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16973,0,,38350,2536470.23,5662468.59,M,xx0987654321,22,1,0.5,1,0,0,-0.088,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16974,0,,38350,2536470.23,5662468.59,M,xx0987654321,23,1,0.5,1,0,0,-0.109,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16975,0,,38350,2536470.23,5662468.59,M,x10987654321,24,2,0.5,1,0,0,-0.453,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16976,0,,38350,2536470.23,5662468.59,M,x10987654321,25,2,0.5,1,0,0,-1.293,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16977,0,,38350,2536470.23,5662468.59,M,x10987654321,26,2,0.5,1,0,0,-0.62,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16978,0,,38350,2536470.23,5662468.59,M,x10987654321,27,2,0.5,1,0,0,-0.638,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16979,0,,38350,2536470.23,5662468.59,M,x10987654321,28,2,0.5,1,0,0,-0.478,WR0751
Point (2536470.22999999998137355 5662468.58999999985098839),16980,0,,38350,2536470.23,5662468.59,M,x10987654321,29,1,0.5,1,0,0,-0.333,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16981,0,,38350,2536470.23,5662468.59,M,x10987654321,30,1,0.5,1,0,0,-0.326,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16982,0,,38350,2536470.23,5662468.59,M,x10987654321,31,1,0.5,1,0,0,-0.374,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16983,0,,38350,2536470.23,5662468.59,M,x10987654321,32,1,0.5,1,0,0,-0.426,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16984,0,,38350,2536470.23,5662468.59,M,x10987654321,33,1,0.5,1,0,0,-0.422,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16985,0,,38350,2536470.23,5662468.59,M,x10987654321,34,1,0.5,1,0,0,-0.649,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16986,0,,38350,2536470.23,5662468.59,M,x10987654321,35,1,0.5,1,0,0,-0.721,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16987,0,,38350,2536470.23,5662468.59,M,x10987654321,36,1,0.5,1,0,0,-0.656,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16988,0,,38350,2536470.23,5662468.59,M,x10987654321,37,1,0.5,1,0,0,-0.944,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16989,0,,38350,2536470.23,5662468.59,M,x10987654321,38,1,0.5,1,0,0,-0.835,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16990,0,,38350,2536470.23,5662468.59,M,x10987654321,39,1,0.5,1,0,0,-0.738,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16991,0,,38350,2536470.23,5662468.59,M,x10987654321,40,1,0.5,1,0,0,-0.711,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16992,0,,38350,2536470.23,5662468.59,M,x10987654321,41,1,0.5,1,0,0,-0.76,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16993,0,,38350,2536470.23,5662468.59,M,x10xxxxxxxxx,42,1,0.5,1,0,0,-0.386,WR0853
Point (2536470.22999999998137355 5662468.58999999985098839),16994,0,,38350,2536470.23,5662468.59,M,x10xxxxxxxxx,43,0,0.5,1,0,0,0,WR0853
Point (2536471.83999999985098839 5662150.91000000014901161),16995,0,,38351,2536471.84,5662150.91,M,xx0987654321,16,1,0.5,1,0,0,-0.099,WS1140
Point (2536471.83999999985098839 5662150.91000000014901161),16996,0,,38351,2536471.84,5662150.91,M,xx0987654321,17,2,0.5,1,0,0,-0.674,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),16997,0,,38351,2536471.84,5662150.91,M,xx0987654321,18,2,0.5,1,0,0,-0.245,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),16998,0,,38351,2536471.84,5662150.91,M,xx0987654321,19,2,0.5,1,0,0,-0.163,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),16999,0,,38351,2536471.84,5662150.91,M,xx0987654321,20,2,0.5,1,0,0,-0.141,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17000,0,,38351,2536471.84,5662150.91,M,xx0987654321,21,2,0.5,1,0,0,-0.128,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17001,0,,38351,2536471.84,5662150.91,M,xx0987654321,22,2,0.5,1,0,0,-0.122,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17002,0,,38351,2536471.84,5662150.91,M,xx0987654321,23,2,0.5,1,0,0,-0.1,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17003,0,,38351,2536471.84,5662150.91,M,xx0987654321,24,2,0.5,1,0,0,-0.06,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17004,0,,38351,2536471.84,5662150.91,M,xx0987654321,25,2,0.5,1,0,0,-0.046,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17005,0,,38351,2536471.84,5662150.91,M,xx0987654321,26,2,0.5,1,0,0,-0.028,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17006,0,,38351,2536471.84,5662150.91,M,xx0987654321,27,1,0.4,1,0,0,-0.001,WS1137
Point (2536471.83999999985098839 5662150.91000000014901161),17007,0,,38351,2536471.84,5662150.91,M,xx0987654321,28,0,0.4,1,0,0,0,WS1137
Point (2536508.60999999986961484 5662459.24000000022351742),17008,0,,38354,2536508.61,5662459.24,M,xx0987654321,17,1,0.4,1,0,0,-0.001,WS1291
Point (2536508.60999999986961484 5662459.24000000022351742),17009,0,,38354,2536508.61,5662459.24,M,xx0987654321,18,1,0.4,1,0,0,-0.046,WS1291
Point (2536508.60999999986961484 5662459.24000000022351742),17010,0,,38354,2536508.61,5662459.24,M,xx0987654321,19,1,0.4,1,0,0,-0.132,WS1291
Point (2536508.60999999986961484 5662459.24000000022351742),17011,0,,38354,2536508.61,5662459.24,M,xx0987654321,20,1,0.4,1,0,0,-0.089,WS1291
Point (2536508.60999999986961484 5662459.24000000022351742),17012,0,,38354,2536508.61,5662459.24,M,xx0987654321,21,1,0.4,1,0,0,-0.105,WS1291
Point (2536508.60999999986961484 5662459.24000000022351742),17013,0,,38354,2536508.61,5662459.24,M,xx0987654321,22,2,0.3,1,0,0,-0.081,WS1291
