per,wellid,qdes,,,,,,BIOS,org,50%,"0-3:30%, 4-6:50%, 7-8:100%",org+WS,"0-3:30%, 4-5:50%, 6-8:100%",,,,,,
0,well217,0,,,,,,0,0,0,0,0,0,,,0,well618,0,0
0,well218,0,,,,,,0,0,0,0,0,0,,,0,well619,0,0
0,well219,0,,,,,,0,0,0,0,0,0,,,0,well620,0,0
0,well22,-79.91614805,,,,,,-79.91614805,-79.91614805,-39.95807403,-23.97484442,-79.91614805,-7.991614805,,,0,well621,-119.8742221,-89.90566658
0,well220,0,,,,,,0,0,0,0,0,0,,,0,well622,0,0
0,well221,0,,,,,,0,0,0,0,0,0,,,0,well623,0,0
0,well222,0,,,,,,0,0,0,0,0,0,,,0,well624,0,0
0,well223,0,,,,,,0,0,0,0,0,0,,,0,well625,0,0
0,well224,0,,,,,,0,0,0,0,0,0,,,0,well626,0,0
0,well225,0,,,,,,0,0,0,0,0,0,,,0,well627,0,0
0,well226,0,,,,,,0,0,0,0,0,0,,,0,well628,0,0
0,well227,0,,,,,,0,0,0,0,0,0,,,0,well629,0,0
0,well228,0,,,,,,0,0,0,0,0,0,,,0,well630,0,0
0,well229,0,,,,,,0,0,0,0,0,0,,,0,well631,0,0
0,well23,0,,,,,,0,0,0,0,0,0,,,0,well632,0,0
0,well230,0,,,,,,0,0,0,0,0,0,,,0,well633,0,0
0,well231,0,,,,,,0,0,0,0,0,0,,,0,well634,0,0
0,well232,0,,,,,,0,0,0,0,0,0,,,0,well635,0,0
0,well233,0,,,,,,0,0,0,0,0,0,,,0,well636,0,0
0,well234,0,,,,,,0,0,0,0,0,0,,,0,well637,0,0
0,well235,0,,,,,,0,0,0,0,0,0,,,0,well638,0,0
0,well236,0,,,,,,0,0,0,0,0,0,,,0,well639,0,0
0,well237,0,,,,,,0,0,0,0,0,0,,,0,well640,0,0
0,well238,0,,,,,,0,0,0,0,0,0,,,0,well641,0,0
0,well239,0,,,,,,0,0,0,0,0,0,,,0,well642,0,0
0,well24,0,,,,,,0,0,0,0,0,0,,,0,well643,0,0
0,well240,0,,,,,,0,0,0,0,0,0,,,0,well644,0,0
0,well241,0,,,,,,0,0,0,0,0,0,,,0,well645,0,0
0,well242,0,,,,,,0,0,0,0,0,0,,,0,well646,0,0
0,well243,0,,,,,,0,0,0,0,0,0,,,0,well647,0,0
0,well244,0,,,,,,0,0,0,0,0,0,,,0,well648,0,0
0,well245,0,,,,,,0,0,0,0,0,0,,,0,well649,0,0
0,well246,0,,,,,,0,0,0,0,0,0,,,0,well650,0,0
0,well247,0,,,,,,0,0,0,0,0,0,,,0,well651,0,0
0,well248,0,,,,,,0,0,0,0,0,0,,,0,well652,0,0
0,well249,0,,,,,,0,0,0,0,0,0,,,0,well653,0,0
0,well25,0,,,,,,0,0,0,0,0,0,,,0,well654,0,0
0,well250,0,,,,,,0,0,0,0,0,0,,,0,well655,0,0
0,well251,0,,,,,,0,0,0,0,0,0,,,0,well656,0,0
0,well252,0,,,,,,0,0,0,0,0,0,,,0,well657,0,0
0,well253,0,,,,,,0,0,0,0,0,0,,,0,well658,0,0
0,well254,0,,,,,,0,0,0,0,0,0,,,0,well659,0,0
0,well255,0,,,,,,0,0,0,0,0,0,,,0,well660,0,0
0,well256,0,,,,,,0,0,0,0,0,0,,,0,well661,0,0
0,well257,0,,,,,,0,0,0,0,0,0,,,0,well662,0,0
0,well258,0,,,,,,0,0,0,0,0,0,,,0,well663,0,0
0,well259,0,,,,,,0,0,0,0,0,0,,,0,well664,0,0
0,well26,0,,,,,,0,0,0,0,0,0,,,0,well665,0,0
0,well260,0,,,,,,0,0,0,0,0,0,,,0,well666,0,0
0,well261,0,,,,,,0,0,0,0,0,0,,,0,well667,0,0
0,well262,0,,,,,,0,0,0,0,0,0,,,0,well668,0,0
0,well263,0,,,,,,0,0,0,0,0,0,,,0,well669,0,0
0,well264,0,,,,,,0,0,0,0,0,0,,,0,well670,0,0
0,well265,0,,,,,,0,0,0,0,0,0,,,0,well671,0,0
0,well266,0,,,,,,0,0,0,0,0,0,,,0,well672,0,0
0,well267,0,,,,,,0,0,0,0,0,0,,,0,well673,0,0
0,well268,0,,,,,,0,0,0,0,0,0,,,0,well674,0,0
0,well269,0,,,,,,0,0,0,0,0,0,,,0,well675,0,0
0,well27,-312.5814471,,,,,,-312.5814471,-312.5814471,-156.2907236,-93.77443413,-312.5814471,-31.25814471,,,0,well676,-468.8721706,-351.654128
0,well270,0,,,,,,0,0,0,0,0,0,,,0,well677,0,0
0,well271,0,,,,,,0,0,0,0,0,0,,,0,well678,0,0
0,well272,0,,,,,,0,0,0,0,0,0,,,0,well679,0,0
0,well273,0,,,,,,0,0,0,0,0,0,,,0,well680,0,0
0,well274,0,,,,,,0,0,0,0,0,0,,,0,well681,0,0
0,well275,0,,,,,,0,0,0,0,0,0,,,0,well682,0,0
0,well276,0,,,,,,0,0,0,0,0,0,,,0,well683,0,0
0,well277,0,,,,,,0,0,0,0,0,0,,,0,well684,0,0
0,well278,0,,,,,,0,0,0,0,0,0,,,0,well685,0,0
0,well279,0,,,,,,0,0,0,0,0,0,,,0,well686,0,0
0,well28,-213.9466294,,,,,,-213.9466294,-213.9466294,-106.9733147,-64.18398882,-213.9466294,-21.39466294,,,0,well687,-320.9199441,-240.6899581
0,well280,0,,,,,,0,0,0,0,0,0,,,0,well688,0,0
0,well281,0,,,,,,0,0,0,0,0,0,,,0,well689,0,0
0,well282,0,,,,,,0,0,0,0,0,0,,,0,well690,0,0
0,well283,0,,,,,,0,0,0,0,0,0,,,0,well691,0,0
0,well284,0,,,,,,0,0,0,0,0,0,,,0,well692,0,0
0,well285,0,,,,,,0,0,0,0,0,0,,,0,well693,0,0
0,well286,0,,,,,,0,0,0,0,0,0,,,0,well694,0,0
0,well287,0,,,,,,0,0,0,0,0,0,,,0,well695,0,0
0,well288,0,,,,,,0,0,0,0,0,0,,,0,well696,0,0
0,well289,0,,,,,,0,0,0,0,0,0,,,0,well697,0,0
0,well29,-258.0142624,,,,,,-258.0142624,-258.0142624,-129.0071312,-77.40427872,-258.0142624,-25.80142624,,,0,well698,-387.0213936,-290.2660452
0,well290,0,,,,,,0,0,0,0,0,0,,,0,well699,0,0
0,well291,0,,,,,,0,0,0,0,0,0,,,0,well700,0,0
0,well292,0,,,,,,0,0,0,0,0,0,,,0,well701,0,0
0,well293,0,,,,,,0,0,0,0,0,0,,,0,well702,0,0
0,well294,0,,,,,,0,0,0,0,0,0,,,0,well703,0,0
0,well295,0,,,,,,0,0,0,0,0,0,,,0,well704,0,0
0,well296,0,,,,,,0,0,0,0,0,0,,,0,well705,0,0
0,well297,0,,,,,,0,0,0,0,0,0,,,0,well706,0,0
0,well298,0,,,,,,0,0,0,0,0,0,,,0,well707,0,0
0,well299,0,,,,,,0,0,0,0,0,0,,,0,well708,0,0
0,well3,0,,,,,,0,0,0,0,0,0,,,0,well709,0,0
0,well30,-258.9854976,,,,,,-258.9854976,-258.9854976,-129.4927488,-77.69564928,-258.9854976,-25.89854976,,,0,well710,-388.4782464,-291.3586848
0,well300,0,,,,,,0,0,0,0,0,0,,,0,well711,0,0
0,well301,0,,,,,,0,0,0,0,0,0,,,0,well712,0,0
0,well302,0,,,,,,0,0,0,0,0,0,,,0,well713,0,0
0,well303,0,,,,,,0,0,0,0,0,0,,,0,well714,0,0
0,well304,0,,,,,,0,0,0,0,0,0,,,0,well715,0,0
0,well305,0,,,,,,0,0,0,0,0,0,,,0,well716,0,0
0,well306,0,,,,,,0,0,0,0,0,0,,,0,well717,0,0
0,well307,0,,,,,,0,0,0,0,0,0,,,0,well718,0,0
0,well308,0,,,,,,0,0,0,0,0,0,,,0,well719,0,0
0,well309,0,,,,,,0,0,0,0,0,0,,,0,well720,0,0
0,well31,-81.06740493,,,,,,-81.06740493,-81.06740493,-40.53370247,-24.32022148,-81.06740493,-8.106740493,,,0,well721,-121.6011074,-91.20083055
0,well310,0,,,,,,0,0,0,0,0,0,,,0,well722,0,0
0,well311,0,,,,,,0,0,0,0,0,0,,,0,well723,0,0
0,well312,0,,,,,,0,0,0,0,0,0,,,0,well724,0,0
0,well313,0,,,,,,0,0,0,0,0,0,,,0,well725,0,0
0,well314,0,,,,,,0,0,0,0,0,0,,,0,well726,0,0
0,well315,0,,,,,,0,0,0,0,0,0,,,0,well727,0,0
0,well316,0,,,,,,0,0,0,0,0,0,,,0,well728,0,0
0,well317,0,,,,,,0,0,0,0,0,0,,,0,well729,0,0
0,well318,0,,,,,,0,0,0,0,0,0,,,0,well730,0,0
0,well319,0,,,,,,0,0,0,0,0,0,,,0,well731,0,0
0,well32,0,,,,,,0,0,0,0,0,0,,,0,well732,0,0
0,well320,0,,,,,,0,0,0,0,0,0,,,0,well733,0,0
0,well321,0,,,,,,0,0,0,0,0,0,,,0,well734,0,0
0,well322,0,,,,,,0,0,0,0,0,0,,,0,well735,0,0
0,well323,0,,,,,,0,0,0,0,0,0,,,0,well736,0,0
0,well324,0,,,,,,0,0,0,0,0,0,,,0,well737,0,0
0,well325,0,,,,,,0,0,0,0,0,0,,,0,well738,0,0
0,well326,0,,,,,,0,0,0,0,0,0,,,0,well739,0,0
0,well327,0,,,,,,0,0,0,0,0,0,,,0,well740,0,0
0,well328,0,,,,,,0,0,0,0,0,0,,,0,well741,0,0
0,well329,0,,,,,,0,0,0,0,0,0,,,0,well742,0,0
0,well33,-47.23921548,,,,,,-47.23921548,-47.23921548,-23.61960774,-14.17176464,-47.23921548,-4.723921548,,,0,well743,-70.85882323,-53.14411742
0,well330,0,,,,,,0,0,0,0,0,0,,,0,well744,0,0
0,well331,0,,,,,,0,0,0,0,0,0,,,0,well745,0,0
0,well332,0,,,,,,0,0,0,0,0,0,,,0,well746,0,0
0,well333,0,,,,,,0,0,0,0,0,0,,,0,well747,0,0
0,well334,0,,,,,,0,0,0,0,0,0,,,0,well748,0,0
0,well335,0,,,,,,0,0,0,0,0,0,,,0,well749,0,0
0,well336,0,,,,,,0,0,0,0,0,0,,,0,well750,0,0
0,well337,0,,,,,,0,0,0,0,0,0,,,0,well751,0,0
0,well338,0,,,,,,0,0,0,0,0,0,,,0,well752,0,0
0,well339,0,,,,,,0,0,0,0,0,0,,,0,well753,0,0
0,well34,-60.1538595,,,,,,-60.1538595,-60.1538595,-30.07692975,-18.04615785,-60.1538595,-6.01538595,,,0,well754,-90.23078924,-67.67309193
0,well340,0,,,,,,0,0,0,0,0,0,,,0,well755,0,0
0,well341,0,,,,,,0,0,0,0,0,0,,,0,well756,0,0
0,well342,0,,,,,,0,0,0,0,0,0,,,0,well757,0,0
0,well343,0,,,,,,0,0,0,0,0,0,,,0,well758,0,0
0,well344,0,,,,,,0,0,0,0,0,0,,,0,well759,0,0
0,well345,0,,,,,,0,0,0,0,0,0,,,0,well760,0,0
0,well346,0,,,,,,0,0,0,0,0,0,,,0,well761,0,0
0,well347,0,,,,,,0,0,0,0,0,0,,,0,well762,0,0
0,well348,0,,,,,,0,0,0,0,0,0,,,0,well763,0,0
0,well349,0,,,,,,0,0,0,0,0,0,,,0,well764,0,0
0,well35,-98.02833524,,,,,,-98.02833524,-98.02833524,-49.01416762,-29.40850057,-98.02833524,-9.802833524,,,0,well765,-147.0425029,-110.2818772
0,well350,0,,,,,,0,0,0,0,0,0,,,0,well766,0,0
0,well351,0,,,,,,0,0,0,0,0,0,,,0,well767,0,0
0,well352,0,,,,,,0,0,0,0,0,0,,,0,well768,0,0
0,well353,0,,,,,,0,0,0,0,0,0,,,0,well769,0,0
0,well354,0,,,,,,0,0,0,0,0,0,,,0,well770,0,0
0,well355,0,,,,,,0,0,0,0,0,0,,,0,well771,0,0
0,well356,0,,,,,,0,0,0,0,0,0,,,0,well772,0,0
0,well357,0,,,,,,0,0,0,0,0,0,,,0,well773,0,0
0,well358,0,,,,,,0,0,0,0,0,0,,,0,well774,0,0
0,well359,0,,,,,,0,0,0,0,0,0,,,0,well775,0,0
0,well36,-7.276931358,,,,,,-7.276931358,-7.276931358,-3.638465679,-2.183079407,-7.276931358,-0.727693136,,,0,well776,-10.91539704,-8.18654778
0,well360,0,,,,,,0,0,0,0,0,0,,,0,well777,0,0
0,well361,0,,,,,,0,0,0,0,0,0,,,0,well778,0,0
0,well362,0,,,,,,0,0,0,0,0,0,,,0,well779,0,0
0,well363,0,,,,,,0,0,0,0,0,0,,,0,well780,0,0
0,well364,0,,,,,,0,0,0,0,0,0,,,0,well781,0,0
0,well365,0,,,,,,0,0,0,0,0,0,,,0,well782,0,0
0,well366,0,,,,,,0,0,0,0,0,0,,,0,well783,0,0
0,well367,0,,,,,,0,0,0,0,0,0,,,0,well784,0,0
0,well368,0,,,,,,0,0,0,0,0,0,,,0,well785,0,0
0,well369,0,,,,,,0,0,0,0,0,0,,,0,well786,0,0
0,well37,-447.5678109,,,,,,-447.5678109,-447.5678109,-223.7839055,-134.2703433,-447.5678109,-44.75678109,,,0,well787,-671.3517163,-503.5137872
0,well370,0,,,,,,0,0,0,0,0,0,,,0,well788,0,0
0,well371,0,,,,,,0,0,0,0,0,0,,,0,well789,0,0
0,well372,0,,,,,,0,0,0,0,0,0,,,0,well790,0,0
0,well373,0,,,,,,0,0,0,0,0,0,,,0,well791,0,0
0,well374,0,,,,,,0,0,0,0,0,0,,,0,well792,0,0
0,well375,0,,,,,,0,0,0,0,0,0,,,0,well793,0,0
0,well376,0,,,,,,0,0,0,0,0,0,,,0,well794,0,0
0,well377,0,,,,,,0,0,0,0,0,0,,,0,well795,0,0
0,well378,0,,,,,,0,0,0,0,0,0,,,0,well796,0,0
0,well379,0,,,,,,0,0,0,0,0,0,,,0,well797,0,0
0,well38,0,,,,,,0,0,0,0,0,0,,,0,well798,0,0
0,well380,0,,,,,,0,0,0,0,0,0,,,0,well799,0,0
0,well381,0,,,,,,0,0,0,0,0,0,,,0,well800,0,0
0,well382,0,,,,,,0,0,0,0,0,0,,,0,well801,0,0
0,well383,0,,,,,,0,0,0,0,0,0,,,0,well802,0,0
0,well384,0,,,,,,0,0,0,0,0,0,,,0,well803,0,0
0,well385,0,,,,,,0,0,0,0,0,0,,,0,well804,0,0
0,well386,0,,,,,,0,0,0,0,0,0,,,0,well805,0,0
0,well387,0,,,,,,0,0,0,0,0,0,,,0,well806,0,0
0,well388,0,,,,,,0,0,0,0,0,0,,,0,well807,0,0
0,well389,0,,,,,,0,0,0,0,0,0,,,0,well808,0,0
0,well39,0,,,,,,0,0,0,0,0,0,,,0,well809,-1564.37096,-1173.27822
0,well390,0,,,,,,0,0,0,0,0,0,,,0,well810,0,0
0,well391,0,,,,,,0,0,0,0,0,0,,,0,well811,0,0
0,well392,0,,,,,,0,0,0,0,0,0,,,0,well812,0,0
0,well393,0,,,,,,0,0,0,0,0,0,,,0,well813,0,0
0,well394,0,,,,,,0,0,0,0,0,0,,,0,well814,0,0
0,well395,0,,,,,,0,0,0,0,0,0,,,0,well815,0,0
0,well396,0,,,,,,0,0,0,0,0,0,,,0,well816,0,0
0,well397,0,,,,,,0,0,0,0,0,0,,,0,well817,0,0
0,well398,0,,,,,,0,0,0,0,0,0,,,0,well818,0,0
0,well399,0,,,,,,0,0,0,0,0,0,,,0,well819,0,0
0,well4,0,,,,,,0,0,0,0,0,0,,,0,well820,0,0
0,well40,-314.5056335,,,,,,-314.5056335,-314.5056335,-157.2528168,-94.35169005,-314.5056335,-31.45056335,,,0,well821,-471.7584502,-353.8188377
0,well400,0,,,,,,0,0,0,0,0,0,,,0,well822,0,0
0,well401,0,,,,,,0,0,0,0,0,0,,,0,well823,0,0
0,well402,0,,,,,,0,0,0,0,0,0,,,0,well824,0,0
0,well403,0,,,,,,0,0,0,0,0,0,,,0,well825,0,0
0,well404,0,,,,,,0,0,0,0,0,0,,,0,well826,0,0
0,well405,0,,,,,,0,0,0,0,0,0,,,0,well827,0,0
0,well406,0,,,,,,0,0,0,0,0,0,,,0,well828,0,0
0,well407,0,,,,,,0,0,0,0,0,0,,,0,well829,0,0
0,well408,0,,,,,,0,0,0,0,0,0,,,0,well830,0,0
0,well409,0,,,,,,0,0,0,0,0,0,,,0,well831,0,0
0,well41,-187.9745916,,,,,,-187.9745916,-187.9745916,-93.9872958,-56.39237748,-187.9745916,-18.79745916,,,0,well832,-281.9618874,-211.4714156
0,well410,0,,,,,,0,0,0,0,0,0,,,0,well833,0,0
0,well411,0,,,,,,0,0,0,0,0,0,,,0,well834,0,0
0,well412,0,,,,,,0,0,0,0,0,0,,,0,well835,0,0
0,well413,0,,,,,,0,0,0,0,0,0,,,0,well836,0,0
0,well414,0,,,,,,0,0,0,0,0,0,,,0,well837,0,0
0,well415,0,,,,,,0,0,0,0,0,0,,,0,well838,0,0
0,well416,0,,,,,,0,0,0,0,0,0,,,0,well839,0,0
0,well417,0,,,,,,0,0,0,0,0,0,,,0,well840,0,0
0,well418,0,,,,,,0,0,0,0,0,0,,,0,well841,0,0
0,well419,0,,,,,,0,0,0,0,0,0,,,0,well842,0,0
0,well42,0,,,,,,0,0,0,0,0,0,,,0,well843,0,0
0,well420,0,,,,,,0,0,0,0,0,0,,,0,well844,0,0
0,well421,0,,,,,,0,0,0,0,0,0,,,0,well845,0,0
0,well422,0,,,,,,0,0,0,0,0,0,,,0,well846,0,0
0,well423,0,,,,,,0,0,0,0,0,0,,,0,well847,0,0
0,well424,0,,,,,,0,0,0,0,0,0,,,0,well848,0,0
0,well425,0,,,,,,0,0,0,0,0,0,,,0,well849,0,0
0,well426,0,,,,,,0,0,0,0,0,0,,,0,well850,0,0
0,well427,0,,,,,,0,0,0,0,0,0,,,0,well851,0,0
0,well428,0,,,,,,0,0,0,0,0,0,,,0,well852,0,0
0,well429,0,,,,,,0,0,0,0,0,0,,,0,well853,0,0
0,well43,-144.1249885,,,,,,-144.1249885,-144.1249885,-72.06249425,-43.23749655,-144.1249885,-14.41249885,,,0,well854,-216.1874827,-162.140612
0,well430,0,,,,,,0,0,0,0,0,0,,,0,well855,0,0
0,well431,0,,,,,,0,0,0,0,0,0,,,0,well856,0,0
0,well432,0,,,,,,0,0,0,0,0,0,,,0,well857,0,0
